Warszawa;2018-09-19;9.97
Warszawa;2018-09-20;39.02
Warszawa;2018-09-21;33.27
Warszawa;2018-09-22;34.85
Warszawa;2018-09-23;-9.44
Warszawa;2018-09-24;39.3
Warszawa;2018-09-25;30.65
Warszawa;2018-09-26;1.62
Warszawa;2018-09-27;28.86
Warszawa;2018-09-28;-5.91
Warszawa;2018-09-29;14.23
Warszawa;2018-09-30;-9.49
Warszawa;2018-10-01;20.04
Warszawa;2018-10-02;33.58
Warszawa;2018-10-03;4.17
Warszawa;2018-10-04;-0.26
Warszawa;2018-10-05;0.99
Warszawa;2018-10-06;-7.43
Warszawa;2018-10-07;20.34
Warszawa;2018-10-08;2.54
Warszawa;2018-10-09;22.89
Warszawa;2018-10-10;26.66
Warszawa;2018-10-11;28.13
Warszawa;2018-10-12;19.08
Warszawa;2018-10-13;29.81
Warszawa;2018-10-14;-6.48
Warszawa;2018-10-15;5.4
Warszawa;2018-10-16;-3.26
Warszawa;2018-10-17;4.48
Warszawa;2018-10-18;8.33
Warszawa;2018-10-19;38.0
Warszawa;2018-10-20;13.12
Warszawa;2018-10-21;13.1
Warszawa;2018-10-22;24.31
Warszawa;2018-10-23;17.66
Warszawa;2018-10-24;22.95
Warszawa;2018-10-25;33.64
Warszawa;2018-10-26;-3.27
Warszawa;2018-10-27;18.14
Warszawa;2018-10-28;11.89
Warszawa;2018-10-29;-2.97
Warszawa;2018-10-30;1.96
Warszawa;2018-10-31;34.61
Warszawa;2018-11-01;19.94
Warszawa;2018-11-02;15.63
Warszawa;2018-11-03;2.55
Warszawa;2018-11-04;12.6
Warszawa;2018-11-05;36.77
Warszawa;2018-11-06;13.85
Warszawa;2018-11-07;-7.38
Warszawa;2018-11-08;8.64
Warszawa;2018-11-09;-0.69
Warszawa;2018-11-10;-5.23
Warszawa;2018-11-11;11.18
Warszawa;2018-11-12;11.15
Warszawa;2018-11-13;17.17
Warszawa;2018-11-14;31.73
Warszawa;2018-11-15;26.22
Warszawa;2018-11-16;25.72
Warszawa;2018-11-17;2.0
Warszawa;2018-11-18;14.19
Warszawa;2018-11-19;-4.49
Warszawa;2018-11-20;-6.88
Warszawa;2018-11-21;16.03
Warszawa;2018-11-22;11.4
Warszawa;2018-11-23;34.63
Warszawa;2018-11-24;1.73
Warszawa;2018-11-25;21.04
Warszawa;2018-11-26;12.56
Warszawa;2018-11-27;0.11
Warszawa;2018-11-28;12.65
Warszawa;2018-11-29;37.8
Warszawa;2018-11-30;27.64
Warszawa;2018-12-01;6.49
Warszawa;2018-12-02;13.91
Warszawa;2018-12-03;15.23
Warszawa;2018-12-04;-8.1
Warszawa;2018-12-05;13.15
Warszawa;2018-12-06;31.23
Warszawa;2018-12-07;-6.19
Warszawa;2018-12-08;20.61
Warszawa;2018-12-09;27.28
Warszawa;2018-12-10;-7.0
Warszawa;2018-12-11;-0.85
Warszawa;2018-12-12;-0.89
Warszawa;2018-12-13;19.6
Warszawa;2018-12-14;-8.48
Warszawa;2018-12-15;4.79
Warszawa;2018-12-16;22.66
Warszawa;2018-12-17;-8.74
Warszawa;2018-12-18;37.4
Warszawa;2018-12-19;6.85
Warszawa;2018-12-20;-9.39
Warszawa;2018-12-21;-6.72
Warszawa;2018-12-22;29.89
Warszawa;2018-12-23;-0.26
Warszawa;2018-12-24;28.05
Warszawa;2018-12-25;36.06
Warszawa;2018-12-26;-8.54
Warszawa;2018-12-27;33.03
Warszawa;2018-12-28;24.87
Warszawa;2018-12-29;21.67
Warszawa;2018-12-30;9.25
Warszawa;2018-12-31;30.37
Warszawa;2019-01-01;1.45
Warszawa;2019-01-02;29.63
Warszawa;2019-01-03;-4.82
Warszawa;2019-01-04;38.06
Warszawa;2019-01-05;24.35
Warszawa;2019-01-06;3.04
Warszawa;2019-01-07;21.08
Warszawa;2019-01-08;15.95
Warszawa;2019-01-09;39.24
Warszawa;2019-01-10;15.42
Warszawa;2019-01-11;-8.31
Warszawa;2019-01-12;26.5
Warszawa;2019-01-13;22.67
Warszawa;2019-01-14;11.96
Warszawa;2019-01-15;26.22
Warszawa;2019-01-16;-7.95
Warszawa;2019-01-17;2.72
Warszawa;2019-01-18;10.26
Warszawa;2019-01-19;10.82
Warszawa;2019-01-20;10.92
Warszawa;2019-01-21;-5.8
Warszawa;2019-01-22;0.37
Warszawa;2019-01-23;33.06
Warszawa;2019-01-24;21.66
Warszawa;2019-01-25;16.88
Warszawa;2019-01-26;6.96
Warszawa;2019-01-27;-2.34
Warszawa;2019-01-28;24.99
Warszawa;2019-01-29;-9.03
Warszawa;2019-01-30;-3.48
Warszawa;2019-01-31;3.37
Warszawa;2019-02-01;4.99
Warszawa;2019-02-02;38.95
Warszawa;2019-02-03;4.52
Warszawa;2019-02-04;26.05
Warszawa;2019-02-05;30.45
Warszawa;2019-02-06;0.67
Warszawa;2019-02-07;-2.07
Warszawa;2019-02-08;-7.44
Warszawa;2019-02-09;36.9
Warszawa;2019-02-10;3.0
Warszawa;2019-02-11;39.31
Warszawa;2019-02-12;8.59
Warszawa;2019-02-13;25.7
Warszawa;2019-02-14;20.59
Warszawa;2019-02-15;31.96
Warszawa;2019-02-16;-2.76
Warszawa;2019-02-17;6.75
Warszawa;2019-02-18;15.85
Warszawa;2019-02-19;-2.69
Warszawa;2019-02-20;26.07
Warszawa;2019-02-21;-8.61
Warszawa;2019-02-22;0.16
Warszawa;2019-02-23;0.12
Warszawa;2019-02-24;13.58
Warszawa;2019-02-25;7.67
Warszawa;2019-02-26;37.32
Warszawa;2019-02-27;35.63
Warszawa;2019-02-28;6.07
Warszawa;2019-03-01;22.64
Warszawa;2019-03-02;9.07
Warszawa;2019-03-03;-9.84
Warszawa;2019-03-04;23.22
Warszawa;2019-03-05;30.47
Warszawa;2019-03-06;7.94
Warszawa;2019-03-07;-4.39
Warszawa;2019-03-08;10.3
Warszawa;2019-03-09;10.23
Warszawa;2019-03-10;27.78
Warszawa;2019-03-11;34.1
Warszawa;2019-03-12;-5.17
Warszawa;2019-03-13;20.99
Warszawa;2019-03-14;-6.91
Warszawa;2019-03-15;7.61
Warszawa;2019-03-16;-0.74
Warszawa;2019-03-17;36.14
Warszawa;2019-03-18;0.09
Warszawa;2019-03-19;30.64
Warszawa;2019-03-20;31.98
Warszawa;2019-03-21;17.25
Warszawa;2019-03-22;2.63
Warszawa;2019-03-23;23.31
Warszawa;2019-03-24;5.75
Warszawa;2019-03-25;37.84
Warszawa;2019-03-26;-4.05
Warszawa;2019-03-27;15.35
Warszawa;2019-03-28;34.67
Warszawa;2019-03-29;38.63
Warszawa;2019-03-30;10.82
Warszawa;2019-03-31;20.72
Warszawa;2019-04-01;-9.96
Warszawa;2019-04-02;10.52
Warszawa;2019-04-03;26.0
Warszawa;2019-04-04;0.09
Warszawa;2019-04-05;-0.82
Warszawa;2019-04-06;29.74
Warszawa;2019-04-07;29.15
Warszawa;2019-04-08;22.11
Warszawa;2019-04-09;-4.62
Warszawa;2019-04-10;13.14
Warszawa;2019-04-11;9.21
Warszawa;2019-04-12;7.76
Warszawa;2019-04-13;9.79
Warszawa;2019-04-14;-1.08
Warszawa;2019-04-15;-0.71
Warszawa;2019-04-16;24.16
Warszawa;2019-04-17;19.06
Warszawa;2019-04-18;29.29
Warszawa;2019-04-19;28.77
Warszawa;2019-04-20;-1.3
Warszawa;2019-04-21;-0.7
Warszawa;2019-04-22;32.08
Warszawa;2019-04-23;30.23
Warszawa;2019-04-24;17.15
Warszawa;2019-04-25;13.91
Warszawa;2019-04-26;35.92
Warszawa;2019-04-27;24.95
Warszawa;2019-04-28;31.18
Warszawa;2019-04-29;20.78
Warszawa;2019-04-30;33.63
Warszawa;2019-05-01;16.48
Warszawa;2019-05-02;23.89
Warszawa;2019-05-03;18.5
Warszawa;2019-05-04;1.96
Warszawa;2019-05-05;13.22
Warszawa;2019-05-06;6.58
Warszawa;2019-05-07;29.81
Warszawa;2019-05-08;-1.1
Warszawa;2019-05-09;17.43
Warszawa;2019-05-10;-8.76
Warszawa;2019-05-11;-2.87
Warszawa;2019-05-12;32.31
Warszawa;2019-05-13;10.54
Warszawa;2019-05-14;36.54
Warszawa;2019-05-15;16.88
Warszawa;2019-05-16;22.68
Warszawa;2019-05-17;22.35
Warszawa;2019-05-18;-2.26
Warszawa;2019-05-19;39.79
Warszawa;2019-05-20;36.54
Warszawa;2019-05-21;36.41
Warszawa;2019-05-22;25.43
Warszawa;2019-05-23;15.28
Warszawa;2019-05-24;19.73
Warszawa;2019-05-25;-0.06
Warszawa;2019-05-26;7.63
Warszawa;2019-05-27;26.89
Warszawa;2019-05-28;5.09
Warszawa;2019-05-29;-0.08
Warszawa;2019-05-30;10.18
Warszawa;2019-05-31;-4.27
Warszawa;2019-06-01;14.93
Warszawa;2019-06-02;35.5
Warszawa;2019-06-03;1.44
Warszawa;2019-06-04;2.41
Warszawa;2019-06-05;0.27
Warszawa;2019-06-06;17.76
Warszawa;2019-06-07;20.02
Warszawa;2019-06-08;2.95
Warszawa;2019-06-09;13.32
Warszawa;2019-06-10;3.17
Warszawa;2019-06-11;11.67
Warszawa;2019-06-12;-8.06
Warszawa;2019-06-13;13.27
Warszawa;2019-06-14;30.05
Warszawa;2019-06-15;4.66
Warszawa;2019-06-16;13.67
Warszawa;2019-06-17;6.8
Warszawa;2019-06-18;3.52
